tmc,road,direction,intersection,state,county,zip,start_latitude,start_longitude,end_latitude,end_longitude,miles,road_order,timezone_name,type,country,active_start_date,active_end_date
115+04377,AZ-101-LOOP,COUNTERCLOCKWISE,CAVE CREEK RD/N 28TH ST/EXIT 28,AZ,MARICOPA,85050,33.67293,-112.00942,33.67283,-112.02379,0.826178,62,America/Phoenix,P1.11,USA,2020-03-31 07:00:00-04:00,2020-09-29 14:00:00-04:00
115N04373,AZ-101-LOOP,CLOCKWISE,PRINCESS DR/PIMA RD/EXIT 36,AZ,MARICOPA,85255,33.6511,-111.89787,33.64130002,-111.89072,0.810571,62,America/Phoenix,P1.11,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
115+04377,AZ-101-LOOP,COUNTERCLOCKWISE,CAVE CREEK RD/N 28TH ST/EXIT 28,AZ,MARICOPA,85050,33.67293,-112.00942,33.67283,-112.02379,0.826178,62,America/Phoenix,P1.11,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
115N04373,AZ-101-LOOP,CLOCKWISE,PRINCESS DR/PIMA RD/EXIT 36,AZ,MARICOPA,85255,33.6511,-111.89787,33.64130002,-111.89072,0.810571,62,America/Phoenix,P1.11,USA,2021-03-30 14:00:00-04:00,null
115+04377,AZ-101-LOOP,COUNTERCLOCKWISE,CAVE CREEK RD/N 28TH ST/EXIT 28,AZ,MARICOPA,85050,33.67293,-112.00942,33.67283,-112.02379,0.826178,62,America/Phoenix,P1.11,USA,2021-03-30 14:00:00-04:00,null
115P04377,AZ-101-LOOP,COUNTERCLOCKWISE,CAVE CREEK RD/N 28TH ST/EXIT 28,AZ,MARICOPA,85024,33.67283,-112.02379,33.67009,-112.03833,0.867985,63,America/Phoenix,P1.11,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115-04372,AZ-101-LOOP,CLOCKWISE,FRANK LLOYD WRIGHT BLVD/EXIT 38,AZ,MARICOPA,85260,33.6413,-111.89072,33.63808,-111.89045,0.223356,63,America/Phoenix,P1.11,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115P04377,AZ-101-LOOP,COUNTERCLOCKWISE,CAVE CREEK RD/N 28TH ST/EXIT 28,AZ,MARICOPA,85024,33.67283,-112.02379,33.67009,-112.03833,0.867985,63,America/Phoenix,P1.11,USA,2019-10-08 15:00:00-04:00,2020-03-31 07:00:00-04:00
115-04372,AZ-101-LOOP,CLOCKWISE,FRANK LLOYD WRIGHT BLVD/EXIT 38,AZ,MARICOPA,85260,33.6413,-111.89072,33.63808,-111.89045,0.223356,63,America/Phoenix,P1.11,USA,2019-10-08 15:00:00-04:00,2020-03-31 07:00:00-04:00
115P04377,AZ-101-LOOP,COUNTERCLOCKWISE,CAVE CREEK RD/N 28TH ST/EXIT 28,AZ,MARICOPA,85024,33.67283,-112.02379,33.67009,-112.03833,0.867982,63,America/Phoenix,P1.11,USA,2020-03-31 07:00:00-04:00,2020-09-29 14:00:00-04:00
115-04372,AZ-101-LOOP,CLOCKWISE,FRANK LLOYD WRIGHT BLVD/EXIT 38,AZ,MARICOPA,85260,33.6413,-111.89072,33.63808,-111.89045,0.223355,63,America/Phoenix,P1.11,USA,2020-03-31 07:00:00-04:00,2020-09-29 14:00:00-04:00
115P04377,AZ-101-LOOP,COUNTERCLOCKWISE,CAVE CREEK RD/N 28TH ST/EXIT 28,AZ,MARICOPA,85024,33.67283,-112.02379,33.67009,-112.03833,0.867982,63,America/Phoenix,P1.11,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
115-04372,AZ-101-LOOP,CLOCKWISE,FRANK LLOYD WRIGHT BLVD/EXIT 38,AZ,MARICOPA,85260,33.6413,-111.89072,33.63808,-111.89045,0.223355,63,America/Phoenix,P1.11,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
115P04377,AZ-101-LOOP,COUNTERCLOCKWISE,CAVE CREEK RD/N 28TH ST/EXIT 28,AZ,MARICOPA,85024,33.67283,-112.02379,33.67009,-112.03833,0.867982,63,America/Phoenix,P1.11,USA,2021-03-30 14:00:00-04:00,null
115-04372,AZ-101-LOOP,CLOCKWISE,FRANK LLOYD WRIGHT BLVD/EXIT 38,AZ,MARICOPA,85260,33.6413,-111.89072,33.63808,-111.89045,0.223355,63,America/Phoenix,P1.11,USA,2021-03-30 14:00:00-04:00,null
115N04372,AZ-101-LOOP,CLOCKWISE,FRANK LLOYD WRIGHT BLVD/EXIT 38,AZ,MARICOPA,85260,33.63808,-111.89045,33.6296,-111.89056,0.585847,64,America/Phoenix,P1.11,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115+04376,AZ-101-LOOP,COUNTERCLOCKWISE,7TH ST/EXIT 26,AZ,MARICOPA,85024,33.67009,-112.03833,33.66917,-112.05912,1.204628,64,America/Phoenix,P1.11,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115N04372,AZ-101-LOOP,CLOCKWISE,FRANK LLOYD WRIGHT BLVD/EXIT 38,AZ,MARICOPA,85260,33.63808,-111.89045,33.6296,-111.89056,0.585847,64,America/Phoenix,P1.11,USA,2019-10-08 15:00:00-04:00,2020-03-31 07:00:00-04:00
115+04376,AZ-101-LOOP,COUNTERCLOCKWISE,7TH ST/EXIT 26,AZ,MARICOPA,85024,33.67009,-112.03833,33.66917,-112.05912,1.204628,64,America/Phoenix,P1.11,USA,2019-10-08 15:00:00-04:00,2020-03-31 07:00:00-04:00
115N04372,AZ-101-LOOP,CLOCKWISE,FRANK LLOYD WRIGHT BLVD/EXIT 38,AZ,MARICOPA,85260,33.63808,-111.89045,33.6296,-111.89056,0.585846,64,America/Phoenix,P1.11,USA,2020-03-31 07:00:00-04:00,2020-09-29 14:00:00-04:00
115+04376,AZ-101-LOOP,COUNTERCLOCKWISE,7TH ST/EXIT 26,AZ,MARICOPA,85024,33.67009,-112.03833,33.66917,-112.05912,1.204624,64,America/Phoenix,P1.11,USA,2020-03-31 07:00:00-04:00,2020-09-29 14:00:00-04:00
115N04372,AZ-101-LOOP,CLOCKWISE,FRANK LLOYD WRIGHT BLVD/EXIT 38,AZ,MARICOPA,85260,33.63808,-111.89045,33.6296,-111.89056,0.585846,64,America/Phoenix,P1.11,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
115+04376,AZ-101-LOOP,COUNTERCLOCKWISE,7TH ST/EXIT 26,AZ,MARICOPA,85024,33.67009,-112.03833,33.66917,-112.05912,1.204624,64,America/Phoenix,P1.11,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
115+04376,AZ-101-LOOP,COUNTERCLOCKWISE,7TH ST/EXIT 26,AZ,MARICOPA,85024,33.67009,-112.03833,33.66917,-112.05912,1.204624,64,America/Phoenix,P1.11,USA,2021-03-30 14:00:00-04:00,null
115N04372,AZ-101-LOOP,CLOCKWISE,FRANK LLOYD WRIGHT BLVD/EXIT 38,AZ,MARICOPA,85260,33.63808,-111.89045,33.6296,-111.89056,0.585846,64,America/Phoenix,P1.11,USA,2021-03-30 14:00:00-04:00,null
115P04376,AZ-101-LOOP,COUNTERCLOCKWISE,7TH ST/EXIT 26,AZ,MARICOPA,85024,33.66917,-112.05912,33.66897,-112.07266,0.778597,65,America/Phoenix,P1.11,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115P04376,AZ-101-LOOP,COUNTERCLOCKWISE,7TH ST/EXIT 26,AZ,MARICOPA,85024,33.66917,-112.05912,33.66897,-112.07266,0.778597,65,America/Phoenix,P1.11,USA,2019-10-08 15:00:00-04:00,2020-03-31 07:00:00-04:00
115P04376,AZ-101-LOOP,COUNTERCLOCKWISE,7TH ST/EXIT 26,AZ,MARICOPA,85024,33.66917,-112.05912,33.66897,-112.07266,0.778595,65,America/Phoenix,P1.11,USA,2020-03-31 07:00:00-04:00,2020-09-29 14:00:00-04:00
115P04376,AZ-101-LOOP,COUNTERCLOCKWISE,7TH ST/EXIT 26,AZ,MARICOPA,85024,33.66917,-112.05912,33.66897,-112.07266,0.778595,65,America/Phoenix,P1.11,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
115P04376,AZ-101-LOOP,COUNTERCLOCKWISE,7TH ST/EXIT 26,AZ,MARICOPA,85024,33.66917,-112.05912,33.66897,-112.07266,0.778595,65,America/Phoenix,P1.11,USA,2021-03-30 14:00:00-04:00,null
115+04375,AZ-101-LOOP,COUNTERCLOCKWISE,7TH AVE/EXIT 25,AZ,MARICOPA,85027,33.66897,-112.07266,33.66892,-112.07623,0.205283,66,America/Phoenix,P1.11,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115+04375,AZ-101-LOOP,COUNTERCLOCKWISE,7TH AVE/EXIT 25,AZ,MARICOPA,85027,33.66897,-112.07266,33.66892,-112.07623,0.205283,66,America/Phoenix,P1.11,USA,2019-10-08 15:00:00-04:00,2020-03-31 07:00:00-04:00
115+04375,AZ-101-LOOP,COUNTERCLOCKWISE,7TH AVE/EXIT 25,AZ,MARICOPA,85027,33.66897,-112.07266,33.66892,-112.07623,0.205282,66,America/Phoenix,P1.11,USA,2020-03-31 07:00:00-04:00,2020-09-29 14:00:00-04:00
115+04375,AZ-101-LOOP,COUNTERCLOCKWISE,7TH AVE/EXIT 25,AZ,MARICOPA,85027,33.66897,-112.07266,33.66892,-112.07623,0.205282,66,America/Phoenix,P1.11,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
115+04375,AZ-101-LOOP,COUNTERCLOCKWISE,7TH AVE/EXIT 25,AZ,MARICOPA,85027,33.66897,-112.07266,33.66892,-112.07623,0.205282,66,America/Phoenix,P1.11,USA,2021-03-30 14:00:00-04:00,null
115P04375,AZ-101-LOOP,COUNTERCLOCKWISE,7TH AVE/EXIT 25,AZ,MARICOPA,85027,33.66892,-112.07623,33.66937,-112.08968,0.77615,67,America/Phoenix,P1.11,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115P04375,AZ-101-LOOP,COUNTERCLOCKWISE,7TH AVE/EXIT 25,AZ,MARICOPA,85027,33.66892,-112.07623,33.66937,-112.08968,0.77615,67,America/Phoenix,P1.11,USA,2019-10-08 15:00:00-04:00,2020-03-31 07:00:00-04:00
115P04375,AZ-101-LOOP,COUNTERCLOCKWISE,7TH AVE/EXIT 25,AZ,MARICOPA,85027,33.66892,-112.07623,33.66937,-112.08968,0.776148,67,America/Phoenix,P1.11,USA,2020-03-31 07:00:00-04:00,2020-09-29 14:00:00-04:00
115P04375,AZ-101-LOOP,COUNTERCLOCKWISE,7TH AVE/EXIT 25,AZ,MARICOPA,85027,33.66892,-112.07623,33.66937,-112.08968,0.776148,67,America/Phoenix,P1.11,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
115P04375,AZ-101-LOOP,COUNTERCLOCKWISE,7TH AVE/EXIT 25,AZ,MARICOPA,85027,33.66892,-112.07623,33.66937,-112.08968,0.776148,67,America/Phoenix,P1.11,USA,2021-03-30 14:00:00-04:00,null
115+04374,AZ-101-LOOP,COUNTERCLOCKWISE,19TH AVE/EXIT 24,AZ,MARICOPA,85027,33.66937,-112.08968,33.66966,-112.09245,0.160533,68,America/Phoenix,P1.11,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115+04374,AZ-101-LOOP,COUNTERCLOCKWISE,19TH AVE/EXIT 24,AZ,MARICOPA,85027,33.66937,-112.08968,33.66966,-112.09245,0.160533,68,America/Phoenix,P1.11,USA,2019-10-08 15:00:00-04:00,2020-03-31 07:00:00-04:00
115+04374,AZ-101-LOOP,COUNTERCLOCKWISE,19TH AVE/EXIT 24,AZ,MARICOPA,85027,33.66937,-112.08968,33.66966,-112.09245,0.160532,68,America/Phoenix,P1.11,USA,2020-03-31 07:00:00-04:00,2020-09-29 14:00:00-04:00
115+04374,AZ-101-LOOP,COUNTERCLOCKWISE,19TH AVE/EXIT 24,AZ,MARICOPA,85027,33.66937,-112.08968,33.66966,-112.09245,0.160532,68,America/Phoenix,P1.11,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
115+04374,AZ-101-LOOP,COUNTERCLOCKWISE,19TH AVE/EXIT 24,AZ,MARICOPA,85027,33.66937,-112.08968,33.66966,-112.09245,0.160532,68,America/Phoenix,P1.11,USA,2021-03-30 14:00:00-04:00,null
115P04374,AZ-101-LOOP,COUNTERCLOCKWISE,19TH AVE/EXIT 24,AZ,MARICOPA,85027,33.66966,-112.09245,33.66976,-112.0943,0.106601,69,America/Phoenix,P1.11,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115P04374,AZ-101-LOOP,COUNTERCLOCKWISE,19TH AVE/EXIT 24,AZ,MARICOPA,85027,33.66966,-112.09245,33.66976,-112.0943,0.106601,69,America/Phoenix,P1.11,USA,2019-10-08 15:00:00-04:00,2020-03-31 07:00:00-04:00
115P04374,AZ-101-LOOP,COUNTERCLOCKWISE,19TH AVE/EXIT 24,AZ,MARICOPA,85027,33.66966,-112.09245,33.66976,-112.0943,0.106601,69,America/Phoenix,P1.11,USA,2020-03-31 07:00:00-04:00,2020-09-29 14:00:00-04:00
115P04374,AZ-101-LOOP,COUNTERCLOCKWISE,19TH AVE/EXIT 24,AZ,MARICOPA,85027,33.66966,-112.09245,33.66976,-112.0943,0.106601,69,America/Phoenix,P1.11,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
115P04374,AZ-101-LOOP,COUNTERCLOCKWISE,19TH AVE/EXIT 24,AZ,MARICOPA,85027,33.66966,-112.09245,33.66976,-112.0943,0.106601,69,America/Phoenix,P1.11,USA,2021-03-30 14:00:00-04:00,null
115+04140,AZ-101-LOOP,COUNTERCLOCKWISE,I-17/EXIT 23,AZ,MARICOPA,85027,33.66976,-112.0943,33.66944,-112.1003,0.346227,70,America/Phoenix,P1.11,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115+04140,AZ-101-LOOP,COUNTERCLOCKWISE,I-17/EXIT 23,AZ,MARICOPA,85027,33.66976,-112.0943,33.66944,-112.1003,0.346227,70,America/Phoenix,P1.11,USA,2019-10-08 15:00:00-04:00,2020-03-31 07:00:00-04:00
115+04140,AZ-101-LOOP,COUNTERCLOCKWISE,I-17/EXIT 23,AZ,MARICOPA,85027,33.66976,-112.0943,33.66944,-112.1003,0.346226,70,America/Phoenix,P1.11,USA,2020-03-31 07:00:00-04:00,2020-09-29 14:00:00-04:00
115+04140,AZ-101-LOOP,COUNTERCLOCKWISE,I-17/EXIT 23,AZ,MARICOPA,85027,33.66976,-112.0943,33.66944,-112.1003,0.346226,70,America/Phoenix,P1.11,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
115+04140,AZ-101-LOOP,COUNTERCLOCKWISE,I-17/EXIT 23,AZ,MARICOPA,85027,33.66976,-112.0943,33.66944,-112.1003,0.346226,70,America/Phoenix,P1.11,USA,2021-03-30 14:00:00-04:00,null
115P04140,AZ-101-LOOP,COUNTERCLOCKWISE,I-17/EXIT 23,AZ,MARICOPA,85027,33.66944,-112.1003,33.66883,-112.1164,0.92891,71,America/Phoenix,P1.11,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115P04140,AZ-101-LOOP,COUNTERCLOCKWISE,I-17/EXIT 23,AZ,MARICOPA,85027,33.66944,-112.1003,33.66883,-112.1164,0.92891,71,America/Phoenix,P1.11,USA,2019-10-08 15:00:00-04:00,2020-03-31 07:00:00-04:00
115P04140,AZ-101-LOOP,COUNTERCLOCKWISE,I-17/EXIT 23,AZ,MARICOPA,85027,33.66944,-112.1003,33.66883,-112.1164,0.928908,71,America/Phoenix,P1.11,USA,2020-03-31 07:00:00-04:00,2020-09-29 14:00:00-04:00
115P04140,AZ-101-LOOP,COUNTERCLOCKWISE,I-17/EXIT 23,AZ,MARICOPA,85027,33.66944,-112.1003,33.66883,-112.1164,0.928908,71,America/Phoenix,P1.11,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
115P04140,AZ-101-LOOP,COUNTERCLOCKWISE,I-17/EXIT 23,AZ,MARICOPA,85027,33.66944,-112.1003,33.66883,-112.1164,0.928908,71,America/Phoenix,P1.11,USA,2021-03-30 14:00:00-04:00,null
115+04139,AZ-101-LOOP,COUNTERCLOCKWISE,27TH AVE,AZ,MARICOPA,85027,33.66883,-112.1164,33.66883,-112.11696,0.032196,72,America/Phoenix,P1.11,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115+04139,AZ-101-LOOP,COUNTERCLOCKWISE,27TH AVE,AZ,MARICOPA,85027,33.66883,-112.1164,33.66883,-112.11696,0.032196,72,America/Phoenix,P1.11,USA,2019-10-08 15:00:00-04:00,2020-03-31 07:00:00-04:00
115+04139,AZ-101-LOOP,COUNTERCLOCKWISE,27TH AVE,AZ,MARICOPA,85027,33.66883,-112.1164,33.66883,-112.11696,0.032196,72,America/Phoenix,P1.11,USA,2020-03-31 07:00:00-04:00,2020-09-29 14:00:00-04:00
115+04139,AZ-101-LOOP,COUNTERCLOCKWISE,27TH AVE,AZ,MARICOPA,85027,33.66883,-112.1164,33.66883,-112.11696,0.032196,72,America/Phoenix,P1.11,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
115+04139,AZ-101-LOOP,COUNTERCLOCKWISE,27TH AVE,AZ,MARICOPA,85027,33.66883,-112.1164,33.66883,-112.11696,0.032196,72,America/Phoenix,P1.11,USA,2021-03-30 14:00:00-04:00,null
115P04139,AZ-101-LOOP,COUNTERCLOCKWISE,27TH AVE,AZ,MARICOPA,85027,33.66883,-112.11696,33.66886,-112.12678,0.564626,73,America/Phoenix,P1.11,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115P04139,AZ-101-LOOP,COUNTERCLOCKWISE,27TH AVE,AZ,MARICOPA,85027,33.66883,-112.11696,33.66886,-112.12678,0.564626,73,America/Phoenix,P1.11,USA,2019-10-08 15:00:00-04:00,2020-03-31 07:00:00-04:00
115P04139,AZ-101-LOOP,COUNTERCLOCKWISE,27TH AVE,AZ,MARICOPA,85027,33.66883,-112.11696,33.66886,-112.12678,0.564624,73,America/Phoenix,P1.11,USA,2020-03-31 07:00:00-04:00,2020-09-29 14:00:00-04:00
115P04139,AZ-101-LOOP,COUNTERCLOCKWISE,27TH AVE,AZ,MARICOPA,85027,33.66883,-112.11696,33.66886,-112.12678,0.564624,73,America/Phoenix,P1.11,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
115P04139,AZ-101-LOOP,COUNTERCLOCKWISE,27TH AVE,AZ,MARICOPA,85027,33.66883,-112.11696,33.66886,-112.12678,0.564624,73,America/Phoenix,P1.11,USA,2021-03-30 14:00:00-04:00,null
115+04138,AZ-101-LOOP,COUNTERCLOCKWISE,35TH AVE/EXIT 22,AZ,MARICOPA,85027,33.66886,-112.12678,33.66928,-112.13467,0.456324,74,America/Phoenix,P1.11,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115+04138,AZ-101-LOOP,COUNTERCLOCKWISE,35TH AVE/EXIT 22,AZ,MARICOPA,85027,33.66886,-112.12678,33.66928,-112.13467,0.456324,74,America/Phoenix,P1.11,USA,2019-10-08 15:00:00-04:00,2020-03-31 07:00:00-04:00
115+04138,AZ-101-LOOP,COUNTERCLOCKWISE,35TH AVE/EXIT 22,AZ,MARICOPA,85027,33.66886,-112.12678,33.66928,-112.13467,0.456323,74,America/Phoenix,P1.11,USA,2020-03-31 07:00:00-04:00,2020-09-29 14:00:00-04:00
115+04138,AZ-101-LOOP,COUNTERCLOCKWISE,35TH AVE/EXIT 22,AZ,MARICOPA,85027,33.66886,-112.12678,33.66928,-112.13467,0.456323,74,America/Phoenix,P1.11,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
115+04138,AZ-101-LOOP,COUNTERCLOCKWISE,35TH AVE/EXIT 22,AZ,MARICOPA,85027,33.66886,-112.12678,33.66928,-112.13467,0.456323,74,America/Phoenix,P1.11,USA,2021-03-30 14:00:00-04:00,null
115P04138,AZ-101-LOOP,COUNTERCLOCKWISE,35TH AVE/EXIT 22,AZ,MARICOPA,85308,33.66928,-112.13467,33.66974,-112.1401,0.315343,75,America/Phoenix,P1.11,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115P04138,AZ-101-LOOP,COUNTERCLOCKWISE,35TH AVE/EXIT 22,AZ,MARICOPA,85308,33.66928,-112.13467,33.66974,-112.1401,0.315343,75,America/Phoenix,P1.11,USA,2019-10-08 15:00:00-04:00,2020-03-31 07:00:00-04:00
115P04138,AZ-101-LOOP,COUNTERCLOCKWISE,35TH AVE/EXIT 22,AZ,MARICOPA,85308,33.66928,-112.13467,33.66974,-112.1401,0.315342,75,America/Phoenix,P1.11,USA,2020-03-31 07:00:00-04:00,2020-09-29 14:00:00-04:00
115P04138,AZ-101-LOOP,COUNTERCLOCKWISE,35TH AVE/EXIT 22,AZ,MARICOPA,85308,33.66928,-112.13467,33.66974,-112.1401,0.315342,75,America/Phoenix,P1.11,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
115P04138,AZ-101-LOOP,COUNTERCLOCKWISE,35TH AVE/EXIT 22,AZ,MARICOPA,85308,33.66928,-112.13467,33.66974,-112.1401,0.315342,75,America/Phoenix,P1.11,USA,2021-03-30 14:00:00-04:00,null
115+04137,AZ-101-LOOP,COUNTERCLOCKWISE,51ST AVE/EXIT 20,AZ,MARICOPA,85308,33.66974,-112.1401,33.66951,-112.16288,1.309938,76,America/Phoenix,P1.11,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115+04137,AZ-101-LOOP,COUNTERCLOCKWISE,51ST AVE/EXIT 20,AZ,MARICOPA,85308,33.66974,-112.1401,33.66951,-112.16288,1.309938,76,America/Phoenix,P1.11,USA,2019-10-08 15:00:00-04:00,2020-03-31 07:00:00-04:00
115+04137,AZ-101-LOOP,COUNTERCLOCKWISE,51ST AVE/EXIT 20,AZ,MARICOPA,85308,33.66974,-112.1401,33.66951,-112.16288,1.309938,76,America/Phoenix,P1.11,USA,2020-03-31 07:00:00-04:00,2020-09-29 14:00:00-04:00
115+04137,AZ-101-LOOP,COUNTERCLOCKWISE,51ST AVE/EXIT 20,AZ,MARICOPA,85308,33.66974,-112.1401,33.66951,-112.16288,1.309938,76,America/Phoenix,P1.11,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
115+04137,AZ-101-LOOP,COUNTERCLOCKWISE,51ST AVE/EXIT 20,AZ,MARICOPA,85308,33.66974,-112.1401,33.66951,-112.16288,1.309938,76,America/Phoenix,P1.11,USA,2021-03-30 14:00:00-04:00,null
115P04137,AZ-101-LOOP,COUNTERCLOCKWISE,51ST AVE/EXIT 20,AZ,MARICOPA,85308,33.66951,-112.16288,33.66845,-112.1766,0.795986,77,America/Phoenix,P1.11,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115P04137,AZ-101-LOOP,COUNTERCLOCKWISE,51ST AVE/EXIT 20,AZ,MARICOPA,85308,33.66951,-112.16288,33.66845,-112.1766,0.795986,77,America/Phoenix,P1.11,USA,2019-10-08 15:00:00-04:00,2020-03-31 07:00:00-04:00
115P04137,AZ-101-LOOP,COUNTERCLOCKWISE,51ST AVE/EXIT 20,AZ,MARICOPA,85308,33.66951,-112.16288,33.66845,-112.1766,0.795984,77,America/Phoenix,P1.11,USA,2020-03-31 07:00:00-04:00,2020-09-29 14:00:00-04:00
115P04137,AZ-101-LOOP,COUNTERCLOCKWISE,51ST AVE/EXIT 20,AZ,MARICOPA,85308,33.66951,-112.16288,33.66845,-112.1766,0.795984,77,America/Phoenix,P1.11,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
115P04137,AZ-101-LOOP,COUNTERCLOCKWISE,51ST AVE/EXIT 20,AZ,MARICOPA,85308,33.66951,-112.16288,33.66845,-112.1766,0.795984,77,America/Phoenix,P1.11,USA,2021-03-30 14:00:00-04:00,null
115+04136,AZ-101-LOOP,COUNTERCLOCKWISE,59TH AVE/EXIT 19,AZ,MARICOPA,85308,33.66845,-112.1766,33.66844,-112.18048,0.223073,78,America/Phoenix,P1.11,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115+04136,AZ-101-LOOP,COUNTERCLOCKWISE,59TH AVE/EXIT 19,AZ,MARICOPA,85308,33.66845,-112.1766,33.66844,-112.18048,0.223073,78,America/Phoenix,P1.11,USA,2019-10-08 15:00:00-04:00,2020-03-31 07:00:00-04:00
115+04136,AZ-101-LOOP,COUNTERCLOCKWISE,59TH AVE/EXIT 19,AZ,MARICOPA,85308,33.66845,-112.1766,33.66844,-112.18048,0.223072,78,America/Phoenix,P1.11,USA,2020-03-31 07:00:00-04:00,2020-09-29 14:00:00-04:00
115+04136,AZ-101-LOOP,COUNTERCLOCKWISE,59TH AVE/EXIT 19,AZ,MARICOPA,85308,33.66845,-112.1766,33.66844,-112.18048,0.223072,78,America/Phoenix,P1.11,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
115+04136,AZ-101-LOOP,COUNTERCLOCKWISE,59TH AVE/EXIT 19,AZ,MARICOPA,85308,33.66845,-112.1766,33.66844,-112.18048,0.223072,78,America/Phoenix,P1.11,USA,2021-03-30 14:00:00-04:00,null
115P04136,AZ-101-LOOP,COUNTERCLOCKWISE,59TH AVE/EXIT 19,AZ,MARICOPA,85308,33.66844,-112.18048,33.66837,-112.19294,0.716601,79,America/Phoenix,P1.11,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115P04136,AZ-101-LOOP,COUNTERCLOCKWISE,59TH AVE/EXIT 19,AZ,MARICOPA,85308,33.66844,-112.18048,33.66837,-112.19294,0.716601,79,America/Phoenix,P1.11,USA,2019-10-08 15:00:00-04:00,2020-03-31 07:00:00-04:00
115P04136,AZ-101-LOOP,COUNTERCLOCKWISE,59TH AVE/EXIT 19,AZ,MARICOPA,85308,33.66844,-112.18048,33.66837,-112.19294,0.716599,79,America/Phoenix,P1.11,USA,2020-03-31 07:00:00-04:00,2020-09-29 14:00:00-04:00
115P04136,AZ-101-LOOP,COUNTERCLOCKWISE,59TH AVE/EXIT 19,AZ,MARICOPA,85308,33.66844,-112.18048,33.66837,-112.19294,0.716599,79,America/Phoenix,P1.11,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
115P04136,AZ-101-LOOP,COUNTERCLOCKWISE,59TH AVE/EXIT 19,AZ,MARICOPA,85308,33.66844,-112.18048,33.66837,-112.19294,0.716599,79,America/Phoenix,P1.11,USA,2021-03-30 14:00:00-04:00,null
115+04135,AZ-101-LOOP,COUNTERCLOCKWISE,67TH AVE/EXIT 18,AZ,MARICOPA,85308,33.66837,-112.19294,33.66832,-112.19671,0.216796,80,America/Phoenix,P1.11,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115+04135,AZ-101-LOOP,COUNTERCLOCKWISE,67TH AVE/EXIT 18,AZ,MARICOPA,85308,33.66837,-112.19294,33.66832,-112.19671,0.216796,80,America/Phoenix,P1.11,USA,2019-10-08 15:00:00-04:00,2020-03-31 07:00:00-04:00
115+04135,AZ-101-LOOP,COUNTERCLOCKWISE,67TH AVE/EXIT 18,AZ,MARICOPA,85308,33.66837,-112.19294,33.66832,-112.19671,0.216795,80,America/Phoenix,P1.11,USA,2020-03-31 07:00:00-04:00,2020-09-29 14:00:00-04:00
